LSOA,objectid,lsoa11nm,lsoa11nmw,st_areashape,st_lengthshape,geometry,Postcode,LSOA2,Latitude,Longitude,Postcode District
E01001715,556,Hackney 007A,Hackney 007A,27185.800799815,777.0829574340933,"POLYGON ((-0.09820251342891965 51.56821178675823, -0.09805238321650563 51.56574566294107, -0.09522628032593672 51.56628222043404, -0.09820251342891965 51.56821178675823))",N4  2LH,E00008548,51.567611,-0.096364,N4 
E01000612,562,Brent 019B,Brent 019B,270091.07001592,2086.9791283460554,"POLYGON ((-0.3060759401586177 51.55188315234543, -0.3092257672382497 51.55290778300012, -0.3145744839431918 51.55258737805822, -0.3156981804121208 51.55053334643704, -0.3125349457910711 51.54902216919777, -0.3077821108513988 51.547027678193, -0.3060759401586177 51.55188315234543))",HA9 0RP,E00002950,51.551185,-0.307235,HA9
E01002140,563,Harrow 005A,Harrow 005A,252389.17533634,2065.7950262781483,"POLYGON ((-0.3427049562001551 51.60834239412387, -0.3480813852611493 51.60878957269912, -0.3513322944309091 51.60773124083516, -0.3482829875464866 51.60556432655639, -0.3449608771921411 51.60418043696705, -0.3398361901812153 51.60438422492372, -0.3427049562001551 51.60834239412387))",HA3 6UD,E00010758,51.608167,-0.343648,HA3
E01004147,565,Sutton 007D,Sutton 007D,367599.632087515,2632.545320266862,"POLYGON ((-0.182612585753843 51.37686152416063, -0.1851097063615849 51.37941668954515, -0.1910644060843195 51.37412268814539, -0.183110666854784 51.36966977118384, -0.1825263024391511 51.36974227103488, -0.1821826346607106 51.37519984607167, -0.182612585753843 51.37686152416063))",SM1 3DR,E00020875,51.37469,-0.185804,SM1
E01002143,568,Harrow 005D,Harrow 005D,179319.093569095,1732.561227497249,"POLYGON ((-0.3449608771921411 51.60418043696705, -0.3482829875464866 51.60556432655639, -0.3515420892799432 51.60141248673464, -0.3508603909235174 51.59984676009661, -0.3497384113134772 51.59931785642405, -0.3462128559463015 51.6012171286166, -0.3449608771921411 51.60418043696705))",HA3 6LA,E00010734,51.604427,-0.349502,HA3
E01004146,570,Sutton 007C,Sutton 007C,266646.79388255,2222.4237562155145,"POLYGON ((-0.1940310928595256 51.37297245354266, -0.1959097352152761 51.37557457232764, -0.2039989071134323 51.37513026552856, -0.2042675999474304 51.37480465617249, -0.1955694535199462 51.36964415402809, -0.1949979831128926 51.36968556305305, -0.1934486525156535 51.37037153331967, -0.1940310928595256 51.37297245354266))",SM1 1QR,E00020887,51.369979,-0.196909,SM1
E01002145,572,Harrow 005E,Harrow 005E,294608.89034017,2497.9930579423353,"POLYGON ((-0.3293084942901863 51.61066697893839, -0.3362019308670949 51.6157519814335, -0.3368053243616688 51.61039385928466, -0.3383606862840564 51.60796908566189, -0.329093724469918 51.60866203805632, -0.3293084942901863 51.61066697893839))",HA3 6BW,E00010750,51.608088,-0.3324,HA3
E01002142,574,Harrow 005C,Harrow 005C,365047.729373435,2957.6390262003647,"POLYGON ((-0.3368053243616688 51.61039385928466, -0.3420124828138282 51.61310982743441, -0.345504709906341 51.61008437407324, -0.3427049562001551 51.60834239412387, -0.3398361901812153 51.60438422492372, -0.3378039636518642 51.60270728233309, -0.334741103245506 51.60341491631383, -0.3383606862840564 51.60796908566189, -0.3368053243616688 51.61039385928466))",HA3 6HS,E00010728,51.604529,-0.339462,HA3
E01002144,576,Harrow 004A,Harrow 004A,2960629.900109095,8278.890953387003,"POLYGON ((-0.3372345807052548 51.6163447663711, -0.343333497740935 51.62406488290951, -0.3398842378610966 51.63072615932438, -0.34182003088618 51.62983406953963, -0.342680747369876 51.62942908628128, -0.3434646881246893 51.62906030722928, -0.3625957566493099 51.62353668071881, -0.368174600438287 51.6206523409559, -0.3586150321610284 51.61310743433663, -0.3551974844660234 51.60939336026272, -0.3480813852611493 51.60878957269912, -0.3427049562001551 51.60834239412387, -0.345504709906341 51.61008437407324, -0.3420124828138282 51.61310982743441, -0.3368053243616688 51.61039385928466, -0.3362019308670949 51.6157519814335, -0.3372345807052548 51.6163447663711))",HA3 6US,E00010751,51.60884,-0.343565,HA3
E01002141,583,Harrow 005B,Harrow 005B,339393.356270855,2307.9398136505806,"POLYGON ((-0.3263574242597089 51.60478385803137, -0.329093724469918 51.60866203805632, -0.3383606862840564 51.60796908566189, -0.334741103245506 51.60341491631383, -0.332876989603142 51.60330248106234, -0.3320510746845551 51.60329795152041, -0.3276884416898701 51.60401753159295, -0.3263574242597089 51.60478385803137))",HA3 6DA,E00010733,51.606398999999996,-0.329935,HA3
E01004091,601,Sutton 022A,Sutton 022A,390307.07668533,3436.199252204701,"POLYGON ((-0.1820192018733472 51.34104378342374, -0.1845305084152054 51.34333297369038, -0.1794342858860226 51.34867154495497, -0.1844318154591708 51.34865923443958, -0.1878731989807129 51.34353943716231, -0.1916263990002564 51.34486112348094, -0.1917876342252448 51.34423477593377, -0.1916683612641113 51.34212403871994, -0.1846088479188965 51.33919243687093, -0.1820192018733472 51.34104378342374))",SM2 5LJ,E00020625,51.344025,-0.184632,SM2
E01004010,602,Southwark 022D,Southwark 022D,162406.26381898,1632.4224001958764,"POLYGON ((-0.07275332337364493 51.47365838271959, -0.06790723337371431 51.47394972174087, -0.06846490971822927 51.47821680255799, -0.06941807168165062 51.47791526898556, -0.07095686153124972 51.47748312074346, -0.07314739509187181 51.47719026863221, -0.07426456423774155 51.47405865481202, -0.07275332337364493 51.47365838271959))",SE156TY,E00020190,51.477757000000004,-0.069391,SE1
E01004092,603,Sutton 022B,Sutton 022B,640251.36763573,3427.005358808764,"POLYGON ((-0.1787053243861118 51.35134911246657, -0.1842117151228782 51.35398872078336, -0.1869762175029028 51.35354106542347, -0.1933353613180243 51.3500105148963, -0.1916263990002564 51.34486112348094, -0.1878731989807129 51.34353943716231, -0.1844318154591708 51.34865923443958, -0.1794342858860226 51.34867154495497, -0.1787053243861118 51.35134911246657))",SM2 5RS,E00020621,51.349579,-0.188462,SM2
E01004013,604,Southwark 019D,Southwark 019D,83568.83225566,1192.1807128753996,"POLYGON ((-0.07426456423774155 51.47405865481202, -0.07314739509187181 51.47719026863221, -0.07432102212348142 51.47702070742759, -0.07858858170159809 51.47606068010212, -0.07740752362452494 51.47425380466409, -0.07426456423774155 51.47405865481202))",SE155LR,E00020193,51.475317,-0.075211,SE1
E01004093,606,Sutton 025A,Sutton 025A,451746.2300172,3452.853606772958,"POLYGON ((-0.1986562728901803 51.35223141503286, -0.2039786891815855 51.35322566055663, -0.2046439514239509 51.34996729447297, -0.2061880074651513 51.35373598197206, -0.205922847945458 51.34751752301276, -0.2042725945457674 51.34439545723637, -0.1973940098076893 51.3472362694646, -0.196566547192735 51.34975255894499, -0.1975542642042539 51.35212415323232, -0.1986562728901803 51.35223141503286))",SM2 6HU,E00020612,51.350153000000006,-0.203518,SM2
E01004012,608,Southwark 019C,Southwark 019C,149521.19551331,1693.5278510617484,"POLYGON ((-0.07859940535730102 51.47977040291583, -0.07664965606762161 51.48210060944407, -0.08100844875825762 51.48182255378264, -0.08554926577220232 51.48152135565406, -0.08542589846632241 51.48090712282023, -0.08093147913510783 51.47796257060919, -0.07859940535730102 51.47977040291583))",SE156DN,E00167754,51.478232,-0.080791,SE1
E01004094,610,Sutton 025B,Sutton 025B,249292.26255002,3070.9386312804477,"POLYGON ((-0.1917876342252448 51.34423477593377, -0.1987728250123909 51.3442886369982, -0.1973940098076893 51.3472362694646, -0.2042725945457674 51.34439545723637, -0.2020834899585399 51.34013224560523, -0.1973730798745387 51.34359312956575, -0.1916683612641113 51.34212403871994, -0.1917876342252448 51.34423477593377))",SM2 5NN,E00020628,51.344112,-0.196043,SM2
E01004015,612,Southwark 028C,Southwark 028C,588067.27592509,3082.104153021096,"POLYGON ((-0.05987034992983079 51.46011007231364, -0.0647532027298305 51.46274401026619, -0.06663773321282838 51.46235832926668, -0.06796415916936879 51.45708475978415, -0.0676309077508897 51.45368289424896, -0.06548927056972448 51.45218751421536, -0.05866312672047028 51.45507150237764, -0.05603118214877129 51.4563767992762, -0.05987034992983079 51.46011007231364))",SE220HY,E00020221,51.457132,-0.066936,SE2
E01004090,619,Sutton 021A,Sutton 021A,225552.2882364,1996.5733640212216,"POLYGON ((-0.196566547192735 51.34975255894499, -0.1973940098076893 51.3472362694646, -0.1987728250123909 51.3442886369982, -0.1917876342252448 51.34423477593377, -0.1916263990002564 51.34486112348094, -0.1933353613180243 51.3500105148963, -0.196566547192735 51.34975255894499))",SM2 5NA,E00020620,51.346968,-0.194639,SM2
E01004011,620,Southwark 019B,Southwark 019B,106821.308338655,1280.3800801617417,"POLYGON ((-0.07620574274160753 51.47873454549013, -0.07859940535730102 51.47977040291583, -0.08093147913510783 51.47796257060919, -0.08043127291734356 51.47713565484847, -0.07858858170159809 51.47606068010212, -0.07432102212348142 51.47702070742759, -0.07620574274160753 51.47873454549013))",SE156LU,E00167752,51.477796000000005,-0.078908,SE1
E01001397,632,Enfield 035C,Enfield 035C,272084.472773595,2953.622176290019,"POLYGON ((-0.08920100569379334 51.61550628452983, -0.08655407020874013 51.61634169391512, -0.0989392209572317 51.61536538557262, -0.1023448147944067 51.61423804314393, -0.1055556550711198 51.61153835682445, -0.1022724360351145 51.61150208457838, -0.09627112723224603 51.61277915872611, -0.08920100569379334 51.61550628452983))",N13 6HJ,E00006920,51.613591,-0.096492,N13
E01001316,637,Ealing 003B,Ealing 003B,146315.657450415,2163.9576182843803,"POLYGON ((-0.3666752413631119 51.55508746878548, -0.3621632141567067 51.55349049728083, -0.3633380606141766 51.54978042471579, -0.360231807454147 51.5513211197717, -0.3604405379490245 51.55536532124444, -0.3622242173747967 51.55729515576355, -0.3642979481884311 51.55562161542323, -0.3666752413631119 51.55508746878548))",UB5 4XT,E00006568,51.552514,-0.361608,UB5
E01001884,660,Hammersmith and Fulham 017E,Hammersmith and Fulham 017E,65301.66835454,1022.0255905132855,"POLYGON ((-0.2030789170345539 51.48514708873562, -0.2023034954865822 51.48368207501534, -0.1986632172731508 51.48357466893333, -0.1992054111950571 51.48623402919781, -0.2024197954692285 51.4855297294784, -0.2030789170345539 51.48514708873562))",SW6 1LT,E00009406,51.483527,-0.199765,SW6
E01001396,667,Enfield 036D,Enfield 036D,133036.635615285,1812.0682419693146,"POLYGON ((-0.1097988769711266 51.6082782917466, -0.1021038476084256 51.60840386304703, -0.1023471918014105 51.60887901401363, -0.1096835629370039 51.61089364815882, -0.1116723818438701 51.60994973091533, -0.1117184783949732 51.60995261869216, -0.1137077500279647 51.60840514145898, -0.1103883687405087 51.60830756197601, -0.1097988769711266 51.6082782917466))",N13 6AE,E00006913,51.608951,-0.104297,N13
E01001317,670,Ealing 003C,Ealing 003C,371204.067046,2303.446385166635,"POLYGON ((-0.3706117998667259 51.55433324814272, -0.3778738011205167 51.55494544802335, -0.3807525359428831 51.55338103863038, -0.3797929470349903 51.55039021578826, -0.3739992652742881 51.54897953009282, -0.3703517875756753 51.54999535585858, -0.3706117998667259 51.55433324814272))",UB5 4JG,E00006577,51.550883,-0.378845,UB5
E01000239,672,Barnet 031A,Barnet 031A,441339.110501585,3588.7900496383236,"POLYGON ((-0.233732388757679 51.59380940345944, -0.2369704711969641 51.59879744489605, -0.2384303639223444 51.58811055106344, -0.2323819651815057 51.58681539767865, -0.2287112086443718 51.58815175363804, -0.2268728788585903 51.5904045986054, -0.2302735721929303 51.58959836797516, -0.233732388757679 51.59380940345944))",NW4 4JA,E00174918,51.592372999999995,-0.233665,NW4
E01000231,676,Barnet 013D,Barnet 013D,399547.16349018,2641.699729243479,"POLYGON ((-0.2520713319902474 51.62362925012454, -0.2625356251524427 51.62892179245886, -0.2636220403766832 51.6285129728146, -0.2630403370458038 51.62195550633368, -0.2552484373645182 51.62124587005116, -0.2520713319902474 51.62362925012454))",NW7 3HD,E00001130,51.624895,-0.258739,NW7
E01000238,677,Barnet 034B,Barnet 034B,244342.328475775,2116.86319119866,"POLYGON ((-0.2051054979888658 51.58883184379798, -0.211764795113135 51.59124668780853, -0.2137358396164854 51.59040285302979, -0.2167378671311458 51.58851082963065, -0.2175306770765384 51.58676470129436, -0.2157062843028673 51.58690780281677, -0.2088436917309993 51.58721720167928, -0.2051054979888658 51.58883184379798))",NW119JY,E00001200,51.587012,-0.21100700000000003,NW1
E01000230,681,Barnet 013C,Barnet 013C,211787.748402815,2782.786168522738,"POLYGON ((-0.2671239216604139 51.627627941738, -0.2688429621395893 51.6284051005446, -0.2714121621535485 51.62296649749183, -0.2694324277203591 51.61815022951536, -0.2665710329888415 51.61748191005487, -0.2664510582590701 51.61806797373181, -0.2659073689207293 51.62009475225714, -0.2693870745067674 51.62273785311348, -0.2671239216604139 51.627627941738))",HA8 8SY,E00001124,51.626525,-0.267418,HA8
E01033490,690,Islington 022H,Islington 022H,152936.951023215,1718.7170168283449,"POLYGON ((-0.09675964823199536 51.52325132109853, -0.09634323633992435 51.52568051392679, -0.09797538768032768 51.52544752124721, -0.1020005003175346 51.52228966803135, -0.1017945569304318 51.51961310590019, -0.09849830475079889 51.52053989735118, -0.09726555565222086 51.52158481076829, -0.09675964823199536 51.52325132109853))",EC1Y0TB,E00174778,51.523275,-0.097291,EC1
E01001509,698,Enfield 014C,Enfield 014C,122131.44843898,1472.010125167893,"POLYGON ((-0.03678034734907316 51.64401475479074, -0.03763443811856948 51.64777644400654, -0.04252869373306592 51.6474094741021, -0.03931823074884683 51.64325145378508, -0.03678034734907316 51.64401475479074))",EN3 4PR,E00007480,51.644824,-0.039782,EN3
E01001508,704,Enfield 012E,Enfield 012E,175317.482138355,1833.6716241931283,"POLYGON ((-0.05386430561302662 51.64433634321598, -0.04723321179930046 51.64289801136125, -0.04660105016681571 51.64362717229547, -0.05119193083613361 51.64880250100003, -0.05238124667366229 51.64887457170735, -0.05384683609990869 51.64436303503408, -0.05386430561302662 51.64433634321598))",EN3 4HS,E00007476,51.645096,-0.052346000000000004,EN3
E01001588,706,Greenwich 012A,Greenwich 012A,607473.27987328,3980.737413934726,"POLYGON ((0.04708932411137 51.47531152766271, 0.0475715527276153 51.47614725132469, 0.0521056182559763 51.48018562949463, 0.04973104132796356 51.48482425030908, 0.04268427837778635 51.48707608211593, 0.03739380704067599 51.48352544174833, 0.03881046098465639 51.48150162517274, 0.04724379863360913 51.48199311304316, 0.0439566018657148 51.47897060236456, 0.04401533024679701 51.47884864110817, 0.04708932411137 51.47531152766271))",SE7 8EB,E00007900,51.483801,0.047169,SE7
E01002802,742,Islington 020D,Islington 020D,121127.4979014,1565.265676337679,"POLYGON ((-0.09564757587919433 51.53340736453348, -0.09663381221253485 51.53617132311848, -0.09879362059520747 51.53480609698246, -0.1024997490893913 51.53316365222055, -0.0959246104760358 51.53139470533588, -0.09564757587919433 51.53340736453348))",N1  7UB,E00013956,51.535444,-0.096366,N1 
E01002883,747,Kensington and Chelsea 006B,Kensington and Chelsea 006B,129967.52811512,1479.2917068014744,"POLYGON ((-0.1975117086194123 51.50885844712376, -0.2003147293863979 51.51244589860834, -0.2008023195722494 51.51218999751752, -0.2043183156538255 51.5096624213097, -0.2040718537314651 51.50930477601393, -0.2030631414692422 51.50786647220991, -0.1977590060833073 51.50882392126694, -0.1975117086194123 51.50885844712376))",W11 3ZB,E00014484,51.509667,-0.202035,W11
E01002805,748,Islington 003B,Islington 003B,106097.050191685,2131.502751360085,"POLYGON ((-0.1150647389184078 51.57063902620472, -0.1151937617961107 51.57103163319906, -0.118956586668092 51.57040576912772, -0.1165995672476119 51.56980235282357, -0.1124736089281155 51.5682953271767, -0.1164478990511743 51.5670016403767, -0.1141640815128183 51.56569247866754, -0.1106837066972683 51.56860918816339, -0.1150647389184078 51.57063902620472))",N4  3BA,E00014020,51.567669,-0.113908,N4 
E01002804,750,Islington 001D,Islington 001D,102355.58240281,1322.741617739555,"POLYGON ((-0.1165995672476119 51.56980235282357, -0.118956586668092 51.57040576912772, -0.123518287781257 51.56989594606097, -0.1233336969200601 51.56849353028836, -0.1231374981738366 51.56826966969783, -0.1212546626695475 51.56700690821526, -0.1165995672476119 51.56980235282357))",N19 4DZ,E00014018,51.56733,-0.122478,N19
E01002884,751,Kensington and Chelsea 006C,Kensington and Chelsea 006C,96534.55024359,1319.3661866090183,"POLYGON ((-0.1953527684993724 51.51185001259325, -0.2003147293863979 51.51244589860834, -0.1975117086194123 51.50885844712376, -0.194099946532246 51.50947498326285, -0.1953527684993724 51.51185001259325))",W11 3HL,E00014483,51.509508000000004,-0.196954,W11
E01003978,778,Southwark 004B,Southwark 004B,146671.58568986,1514.20544229291,"POLYGON ((-0.07395818569319898 51.49304875167658, -0.0737202627104652 51.49324059836739, -0.0708691470903646 51.49595217479371, -0.07680721392317974 51.49727865640442, -0.07878730179510003 51.4958170160222, -0.07742981952206629 51.49421017120457, -0.07395818569319898 51.49304875167658))",SE1 3AQ,E00020051,51.496093,-0.075978,SE1
